geotype,borough,geoid,bct2020,pop_20,pop_20p,hhpop_20,hhpop_20p,gq_20,gq_20p,instgq_20,instgq_20p,avhhsz_20,popu18_20,popu18_20p,hsp_20,hsp_20p,wnh_20,wnh_20p,bnh_20,bnh_20p,anh_20,anh_20p,onh_20,onh_20p,nh2pl_20,nh2pl_20p,hunits_20,hunits_20p,ochu_20,ochu_20p,vachu_20,vachu_20p
CT2020,Brooklyn,36047047700,3047700,4226,1.0,"4,115",0.9740000000000001,111,0.026000000000000002,0,0.0,2.05,405,0.096,660,0.156,"2,821",0.6679999999999999,158,0.037000000000000005,363,0.086,33,0.008,191,0.045,2172,1.0,"2,003",0.922,169,0.078
CT2020,Brooklyn,36047047800,3047800,5308,1.0,"5,236",0.986,72,0.013999999999999999,0,0.0,4.08,"2,073",0.391,871,0.16399999999999998,"3,428",0.6459999999999999,81,0.015,483,0.091,256,0.048,189,0.036000000000000004,1401,1.0,"1,284",0.9159999999999999,117,0.084
CT2020,Brooklyn,36047048000,3048000,3824,1.0,"3,798",0.993,26,0.006999999999999999,0,0.0,3.43,"1,361",0.35600000000000004,613,0.16,"2,154",0.563,152,0.04,630,0.165,81,0.021,194,0.051,1152,1.0,"1,106",0.96,46,0.04
CT2020,Brooklyn,36047048100,3048100,3105,1.0,"3,083",0.993,22,0.006999999999999999,0,0.0,1.98,267,0.086,847,0.273,"1,658",0.534,81,0.026000000000000002,310,0.1,47,0.015,162,0.052000000000000005,1641,1.0,"1,556",0.948,85,0.052000000000000005
CT2020,Brooklyn,36047048200,3048200,6122,1.0,"5,999",0.98,123,0.02,0,0.0,2.8,"1,517",0.248,684,0.11199999999999999,"2,378",0.38799999999999996,429,0.07,"2,133",0.348,117,0.019,381,0.062,2235,1.0,"2,142",0.958,93,0.042
CT2020,Brooklyn,36047048400,3048400,5922,1.0,"5,904",0.997,18,0.003,14,0.002,3.4,"1,884",0.318,822,0.139,"3,306",0.5579999999999999,250,0.042,"1,101",0.18600000000000003,114,0.019,329,0.055999999999999994,1845,1.0,"1,739",0.943,106,0.057
CT2020,Brooklyn,36047048500,3048500,2470,1.0,"2,323",0.94,147,0.06,0,0.0,2.43,221,0.08900000000000001,736,0.298,"1,209",0.489,212,0.086,161,0.065,50,0.02,102,0.040999999999999995,1054,1.0,956,0.907,98,0.09300000000000001
CT2020,Brooklyn,36047048600,3048600,3597,1.0,"3,597",1.0,0,0.0,0,0.0,3.76,989,0.275,775,0.215,711,0.198,113,0.031,"1,876",0.522,50,0.013999999999999999,72,0.02,991,1.0,956,0.965,35,0.035
CT2020,Brooklyn,36047048800,3048800,4536,1.0,"4,494",0.991,42,0.009000000000000001,0,0.0,3.09,"1,193",0.263,668,0.147,"1,931",0.426,261,0.057999999999999996,"1,382",0.305,115,0.025,179,0.039,1520,1.0,"1,454",0.9570000000000001,66,0.043
CT2020,Brooklyn,36047048900,3048900,3757,1.0,"3,757",1.0,0,0.0,0,0.0,2.65,926,0.24600000000000002,"2,176",0.579,62,0.017,"1,401",0.373,32,0.009000000000000001,19,0.005,67,0.018000000000000002,1447,1.0,"1,416",0.9790000000000001,31,0.021
CT2020,Brooklyn,36047049000,3049000,6036,1.0,"6,005",0.995,31,0.005,10,0.002,2.72,"1,505",0.249,829,0.13699999999999998,"2,569",0.426,448,0.07400000000000001,"1,679",0.278,84,0.013999999999999999,427,0.071,2307,1.0,"2,204",0.955,103,0.045
CT2020,Brooklyn,36047049100,3049100,6366,1.0,"6,366",1.0,0,0.0,0,0.0,2.39,976,0.153,"2,157",0.33899999999999997,"1,338",0.21,812,0.128,"1,885",0.29600000000000004,50,0.008,124,0.019,2766,1.0,"2,669",0.965,97,0.035
CT2020,Brooklyn,36047049200,3049200,3366,1.0,"3,243",0.963,123,0.037000000000000005,0,0.0,2.95,776,0.231,658,0.195,"1,110",0.33,413,0.12300000000000001,941,0.28,66,0.02,178,0.053,1163,1.0,"1,101",0.9470000000000001,62,0.053
CT2020,Brooklyn,36047049301,3049301,1897,1.0,"1,897",1.0,0,0.0,0,0.0,2.07,387,0.204,"1,260",0.664,53,0.027999999999999997,495,0.261,45,0.024,18,0.009000000000000001,26,0.013999999999999999,973,1.0,918,0.943,55,0.057
CT2020,Brooklyn,36047049302,3049302,5476,1.0,"5,471",0.9990000000000001,5,0.001,0,0.0,2.44,801,0.146,"2,878",0.526,"1,515",0.27699999999999997,580,0.106,280,0.051,55,0.01,168,0.031,2370,1.0,"2,242",0.946,128,0.054000000000000006
CT2020,Brooklyn,36047049400,3049400,5527,1.0,"5,314",0.961,213,0.039,195,0.035,2.57,"1,082",0.196,743,0.134,"2,488",0.45,615,0.111,"1,299",0.235,75,0.013999999999999999,307,0.055999999999999994,2162,1.0,"2,070",0.9570000000000001,92,0.043
CT2020,Brooklyn,36047049500,3049500,3114,1.0,"3,114",1.0,0,0.0,0,0.0,2.18,316,0.10099999999999999,762,0.245,"1,739",0.5579999999999999,122,0.039,302,0.09699999999999999,37,0.012,152,0.049,1522,1.0,"1,427",0.938,95,0.062
CT2020,Brooklyn,36047049600,3049600,4646,1.0,"4,511",0.971,135,0.028999999999999998,0,0.0,3.05,"1,085",0.23399999999999999,968,0.20800000000000002,"1,625",0.35,220,0.047,"1,685",0.363,33,0.006999999999999999,115,0.025,1554,1.0,"1,479",0.9520000000000001,75,0.048
CT2020,Brooklyn,36047049700,3049700,3141,1.0,"3,130",0.996,11,0.004,0,0.0,1.9,337,0.107,359,0.114,"2,253",0.7170000000000001,97,0.031,271,0.086,23,0.006999999999999999,138,0.044000000000000004,1768,1.0,"1,651",0.934,117,0.066
CT2020,Brooklyn,36047049800,3049800,4517,1.0,"4,512",0.9990000000000001,5,0.001,0,0.0,2.82,989,0.21899999999999997,730,0.162,"1,818",0.402,136,0.03,"1,642",0.364,35,0.008,156,0.035,1686,1.0,"1,598",0.948,88,0.052000000000000005
CT2020,Brooklyn,36047049900,3049900,2147,1.0,"2,141",0.997,6,0.003,0,0.0,2.12,260,0.121,268,0.125,"1,512",0.7040000000000001,36,0.017,193,0.09,24,0.011000000000000001,114,0.053,1080,1.0,"1,010",0.935,70,0.065
CT2020,Brooklyn,36047050001,3050001,2062,1.0,"2,002",0.971,60,0.028999999999999998,0,0.0,2.27,447,0.217,272,0.132,"1,248",0.605,153,0.07400000000000001,237,0.115,27,0.013000000000000001,125,0.061,936,1.0,882,0.9420000000000001,54,0.057999999999999996
CT2020,Brooklyn,36047050002,3050002,1607,1.0,"1,607",1.0,0,0.0,0,0.0,2.43,359,0.223,251,0.156,941,0.586,91,0.057,217,0.135,12,0.006999999999999999,95,0.059000000000000004,694,1.0,660,0.951,34,0.049
CT2020,Brooklyn,36047050100,3050100,2951,1.0,"2,951",1.0,0,0.0,0,0.0,1.96,274,0.09300000000000001,530,0.18,"1,964",0.6659999999999999,37,0.013000000000000001,250,0.085,26,0.009000000000000001,144,0.049,1625,1.0,"1,504",0.9259999999999999,121,0.07400000000000001
CT2020,Brooklyn,36047050202,3050202,2312,1.0,"2,275",0.9840000000000001,37,0.016,0,0.0,2.22,487,0.21100000000000002,226,0.098,"1,700",0.735,75,0.032,138,0.06,26,0.011000000000000001,147,0.064,1084,1.0,"1,025",0.946,59,0.054000000000000006
CT2020,Brooklyn,36047050300,3050300,2759,1.0,"2,759",1.0,0,0.0,0,0.0,2.09,251,0.091,634,0.23,"1,680",0.609,56,0.02,237,0.086,34,0.012,118,0.043,1414,1.0,"1,319",0.9329999999999999,95,0.067
CT2020,Brooklyn,36047050401,3050401,2997,1.0,"2,989",0.997,8,0.003,0,0.0,2.34,638,0.213,395,0.132,"1,879",0.627,213,0.071,286,0.095,24,0.008,200,0.067,1335,1.0,"1,279",0.958,56,0.042
CT2020,Brooklyn,36047050402,3050402,2004,1.0,"1,987",0.992,17,0.008,0,0.0,2.34,363,0.18100000000000002,381,0.19,871,0.435,206,0.10300000000000001,402,0.201,34,0.017,110,0.055,882,1.0,849,0.963,33,0.037000000000000005
CT2020,Brooklyn,36047050500,3050500,4567,1.0,"4,490",0.983,77,0.017,0,0.0,2.22,598,0.131,"1,816",0.39799999999999996,"1,222",0.268,700,0.153,648,0.142,31,0.006999999999999999,150,0.033,2146,1.0,"2,024",0.943,122,0.057
CT2020,Brooklyn,36047050600,3050600,5612,1.0,"5,488",0.978,124,0.022000000000000002,111,0.02,2.84,"1,098",0.196,"1,895",0.33799999999999997,"1,010",0.18,"1,873",0.33399999999999996,502,0.08900000000000001,77,0.013999999999999999,255,0.045,1999,1.0,"1,930",0.965,69,0.035
CT2020,Brooklyn,36047050700,3050700,3545,1.0,"3,539",0.998,6,0.002,0,0.0,4.77,"1,815",0.512,559,0.158,"2,625",0.74,142,0.04,35,0.01,97,0.027000000000000003,87,0.025,785,1.0,742,0.945,43,0.055
CT2020,Brooklyn,36047050801,3050801,4311,1.0,"4,287",0.9940000000000001,24,0.006,0,0.0,2.87,845,0.196,"1,011",0.235,460,0.107,"2,410",0.5589999999999999,148,0.034,52,0.012,230,0.053,1557,1.0,"1,496",0.961,61,0.039
CT2020,Brooklyn,36047050803,3050803,2548,1.0,"2,390",0.938,158,0.062,0,0.0,2.36,384,0.151,470,0.184,515,0.20199999999999999,"1,261",0.495,120,0.047,44,0.017,138,0.054000000000000006,1044,1.0,"1,013",0.97,31,0.03
CT2020,Brooklyn,36047050804,3050804,6196,1.0,"6,196",1.0,0,0.0,0,0.0,2.37,"1,004",0.162,"1,666",0.26899999999999996,"1,358",0.21899999999999997,"2,422",0.391,344,0.055999999999999994,84,0.013999999999999999,322,0.052000000000000005,2711,1.0,"2,614",0.9640000000000001,97,0.036000000000000004
CT2020,Brooklyn,36047050900,3050900,5112,1.0,"5,102",0.998,10,0.002,0,0.0,4.76,"2,646",0.518,308,0.06,"4,435",0.868,38,0.006999999999999999,77,0.015,160,0.031,94,0.018000000000000002,1126,1.0,"1,072",0.9520000000000001,54,0.048
CT2020,Brooklyn,36047051001,3051001,3740,1.0,"3,740",1.0,0,0.0,0,0.0,2.65,615,0.16399999999999998,664,0.17800000000000002,469,0.125,"2,319",0.62,66,0.018000000000000002,44,0.012,178,0.048,1440,1.0,"1,409",0.978,31,0.022000000000000002
CT2020,Brooklyn,36047051002,3051002,4600,1.0,"4,577",0.995,23,0.005,0,0.0,2.52,775,0.168,970,0.21100000000000002,593,0.129,"2,536",0.551,206,0.045,46,0.01,249,0.054000000000000006,1890,1.0,"1,814",0.96,76,0.04
CT2020,Brooklyn,36047051100,3051100,4545,1.0,"4,500",0.99,45,0.01,0,0.0,2.27,543,0.11900000000000001,"1,684",0.371,"1,484",0.327,312,0.069,882,0.19399999999999998,41,0.009000000000000001,142,0.031,2058,1.0,"1,983",0.9640000000000001,75,0.036000000000000004
CT2020,Brooklyn,36047051200,3051200,5946,1.0,"5,946",1.0,0,0.0,0,0.0,2.56,"1,052",0.177,"1,451",0.244,896,0.151,"3,027",0.509,257,0.043,62,0.01,253,0.043,2385,1.0,"2,325",0.975,60,0.025
CT2020,Brooklyn,36047051300,3051300,5526,1.0,"5,447",0.986,79,0.013999999999999999,0,0.0,2.1,493,0.08900000000000001,"1,738",0.315,"2,711",0.491,278,0.05,486,0.08800000000000001,44,0.008,269,0.049,2887,1.0,"2,594",0.899,293,0.10099999999999999
CT2020,Brooklyn,36047051400,3051400,7023,1.0,"6,989",0.995,34,0.005,0,0.0,2.61,"1,182",0.168,"1,887",0.26899999999999996,"1,275",0.182,"2,825",0.402,682,0.09699999999999999,61,0.009000000000000001,293,0.042,2759,1.0,"2,677",0.97,82,0.03
CT2020,Brooklyn,36047051500,3051500,2451,1.0,"2,444",0.997,7,0.003,0,0.0,1.94,288,0.11800000000000001,362,0.14800000000000002,"1,658",0.6759999999999999,84,0.034,208,0.085,16,0.006999999999999999,123,0.05,1331,1.0,"1,263",0.9490000000000001,68,0.051
CT2020,Brooklyn,36047051601,3051601,5407,1.0,"5,190",0.96,217,0.04,95,0.018000000000000002,2.73,"1,182",0.21899999999999997,963,0.17800000000000002,599,0.111,"3,244",0.6,242,0.045,75,0.013999999999999999,284,0.053,1952,1.0,"1,899",0.973,53,0.027000000000000003
CT2020,Brooklyn,36047051602,3051602,3874,1.0,"3,742",0.966,132,0.034,132,0.034,2.83,731,0.18899999999999997,741,0.191,349,0.09,"2,374",0.613,121,0.031,72,0.019,217,0.055999999999999994,1365,1.0,"1,320",0.9670000000000001,45,0.033
CT2020,Brooklyn,36047051700,3051700,2636,1.0,"2,636",1.0,0,0.0,0,0.0,1.81,251,0.095,309,0.11699999999999999,"1,841",0.698,60,0.023,259,0.098,37,0.013999999999999999,130,0.049,1592,1.0,"1,456",0.915,136,0.085
CT2020,Brooklyn,36047051800,3051800,3528,1.0,"3,499",0.992,29,0.008,0,0.0,2.48,646,0.183,470,0.133,"1,045",0.29600000000000004,"1,369",0.38799999999999996,420,0.11900000000000001,43,0.012,181,0.051,1488,1.0,"1,411",0.948,77,0.052000000000000005
CT2020,Brooklyn,36047051900,3051900,6101,1.0,"6,070",0.995,31,0.005,0,0.0,1.9,542,0.08900000000000001,822,0.135,"4,131",0.677,114,0.019,676,0.111,50,0.008,308,0.05,3518,1.0,"3,201",0.91,317,0.09
CT2020,Brooklyn,36047052000,3052000,4175,1.0,"4,148",0.9940000000000001,27,0.006,0,0.0,2.95,889,0.213,873,0.209,"1,175",0.281,618,0.14800000000000002,"1,279",0.306,55,0.013000000000000001,175,0.042,1457,1.0,"1,407",0.966,50,0.034
CT2020,Brooklyn,36047052300,3052300,5405,1.0,"5,383",0.996,22,0.004,0,0.0,2.25,653,0.121,"2,875",0.532,"1,860",0.344,172,0.032,321,0.059000000000000004,36,0.006999999999999999,141,0.026000000000000002,2490,1.0,"2,390",0.96,100,0.04
CT2020,Brooklyn,36047052500,3052500,3720,1.0,"3,720",1.0,0,0.0,0,0.0,2.77,"1,129",0.303,952,0.256,"2,050",0.551,301,0.081,161,0.043,135,0.036000000000000004,121,0.033,1425,1.0,"1,344",0.943,81,0.057
CT2020,Brooklyn,36047052600,3052600,4353,1.0,"4,329",0.9940000000000001,24,0.006,0,0.0,2.58,876,0.201,808,0.18600000000000003,"1,515",0.348,717,0.165,"1,012",0.23199999999999998,54,0.012,247,0.057,1743,1.0,"1,678",0.963,65,0.037000000000000005
CT2020,Brooklyn,36047052700,3052700,6045,1.0,"6,026",0.997,19,0.003,7,0.001,2.5,889,0.147,"3,640",0.602,"1,745",0.289,166,0.027000000000000003,272,0.045,51,0.008,171,0.027999999999999997,2603,1.0,"2,411",0.9259999999999999,192,0.07400000000000001
CT2020,Brooklyn,36047052800,3052800,1804,1.0,"1,804",1.0,0,0.0,0,0.0,2.79,380,0.21100000000000002,160,0.08900000000000001,869,0.48200000000000004,141,0.078,501,0.278,42,0.023,91,0.05,700,1.0,646,0.9229999999999999,54,0.077
CT2020,Brooklyn,36047052900,3052900,4299,1.0,"4,205",0.978,94,0.022000000000000002,0,0.0,3.88,"1,867",0.434,254,0.059000000000000004,"3,839",0.893,31,0.006999999999999999,33,0.008,81,0.019,61,0.013999999999999999,1178,1.0,"1,085",0.9209999999999999,93,0.079
CT2020,Brooklyn,36047053000,3053000,3606,1.0,"3,518",0.976,88,0.024,0,0.0,3.05,950,0.263,444,0.12300000000000001,"1,808",0.501,227,0.063,915,0.254,50,0.013999999999999999,162,0.045,1207,1.0,"1,155",0.9570000000000001,52,0.043
CT2020,Brooklyn,36047053101,3053101,2997,1.0,"2,997",1.0,0,0.0,0,0.0,4.6,"1,598",0.5329999999999999,116,0.039,"2,638",0.88,7,0.002,55,0.018000000000000002,125,0.042,56,0.019,685,1.0,652,0.9520000000000001,33,0.048
CT2020,Brooklyn,36047053102,3053102,5890,1.0,"5,890",1.0,0,0.0,0,0.0,5.52,"3,428",0.5820000000000001,169,0.028999999999999998,"5,320",0.903,19,0.003,46,0.008,219,0.037000000000000005,117,0.02,1106,1.0,"1,067",0.965,39,0.035
CT2020,Brooklyn,36047053200,3053200,2510,1.0,"2,504",0.998,6,0.002,0,0.0,2.68,552,0.22,293,0.11699999999999999,"1,333",0.531,204,0.081,548,0.218,62,0.025,70,0.027999999999999997,1026,1.0,933,0.909,93,0.091
CT2020,Brooklyn,36047053300,3053300,7115,1.0,"7,097",0.997,18,0.003,0,0.0,3.95,"3,397",0.47700000000000004,175,0.025,"6,540",0.919,17,0.002,6,0.001,223,0.031,154,0.022000000000000002,1954,1.0,"1,797",0.92,157,0.08
CT2020,Brooklyn,36047053400,3053400,4777,1.0,"4,616",0.966,161,0.034,161,0.034,3.43,"1,472",0.308,400,0.084,"2,523",0.528,342,0.07200000000000001,"1,237",0.259,63,0.013000000000000001,212,0.044000000000000004,1425,1.0,"1,345",0.9440000000000001,80,0.055999999999999994
CT2020,Brooklyn,36047053500,3053500,4469,1.0,"4,396",0.9840000000000001,73,0.016,0,0.0,3.66,"1,903",0.426,289,0.065,"3,889",0.87,37,0.008,31,0.006999999999999999,142,0.032,81,0.018000000000000002,1309,1.0,"1,200",0.917,109,0.083
CT2020,Brooklyn,36047053700,3053700,4304,1.0,"4,107",0.9540000000000001,197,0.046,197,0.046,4.89,"2,214",0.514,80,0.019,"3,912",0.909,46,0.011000000000000001,39,0.009000000000000001,121,0.027999999999999997,106,0.025,877,1.0,840,0.958,37,0.042
CT2020,Brooklyn,36047053800,3053800,5535,1.0,"5,519",0.997,16,0.003,6,0.001,2.49,"1,287",0.233,474,0.086,"3,671",0.6629999999999999,256,0.046,832,0.15,83,0.015,219,0.04,2318,1.0,"2,220",0.958,98,0.042
CT2020,Brooklyn,36047053900,3053900,2668,1.0,"2,668",1.0,0,0.0,0,0.0,3.22,990,0.371,366,0.13699999999999998,"2,114",0.792,85,0.032,8,0.003,50,0.019,45,0.017,840,1.0,828,0.986,12,0.013999999999999999
CT2020,Brooklyn,36047054200,3054200,4750,1.0,"4,721",0.9940000000000001,29,0.006,0,0.0,2.91,"1,251",0.263,461,0.09699999999999999,"3,559",0.7490000000000001,76,0.016,408,0.086,98,0.021,148,0.031,1715,1.0,"1,622",0.946,93,0.054000000000000006
CT2020,Brooklyn,36047054300,3054300,5,1.0,5,1.0,0,0.0,0,0.0,0.0,2,0.4,4,0.8,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,2,1.0,0,0.0,2,1.0
CT2020,Brooklyn,36047054400,3054400,3785,1.0,"3,785",1.0,0,0.0,0,0.0,2.94,"1,004",0.265,199,0.053,"2,759",0.7290000000000001,43,0.011000000000000001,591,0.156,72,0.019,121,0.032,1359,1.0,"1,289",0.948,70,0.052000000000000005
CT2020,Brooklyn,36047054500,3054500,7304,1.0,"7,304",1.0,0,0.0,0,0.0,3.15,"2,673",0.366,"1,819",0.249,"4,402",0.603,795,0.109,33,0.005,111,0.015,144,0.02,2391,1.0,"2,320",0.97,71,0.03
CT2020,Brooklyn,36047054600,3054600,5409,1.0,"5,393",0.997,16,0.003,13,0.002,2.55,"1,255",0.23199999999999998,383,0.071,"3,516",0.65,207,0.038,887,0.16399999999999998,56,0.01,360,0.067,2213,1.0,"2,119",0.958,94,0.042
CT2020,Brooklyn,36047054700,3054700,7855,1.0,"7,845",0.9990000000000001,10,0.001,0,0.0,2.99,"2,763",0.35200000000000004,"1,097",0.14,"5,764",0.7340000000000001,289,0.037000000000000005,363,0.046,129,0.016,213,0.027000000000000003,3102,1.0,"2,626",0.847,476,0.153
CT2020,Brooklyn,36047054800,3054800,2189,1.0,"2,167",0.99,22,0.01,0,0.0,2.88,588,0.26899999999999996,91,0.042,"1,870",0.8540000000000001,20,0.009000000000000001,86,0.039,25,0.011000000000000001,97,0.044000000000000004,788,1.0,752,0.9540000000000001,36,0.046
CT2020,Brooklyn,36047054900,3054900,4748,1.0,"4,748",1.0,0,0.0,0,0.0,2.28,"1,094",0.23,772,0.163,"3,225",0.679,163,0.034,302,0.064,87,0.018000000000000002,199,0.042,2276,1.0,"2,081",0.914,195,0.086
CT2020,Brooklyn,36047055000,3055000,3956,1.0,"3,950",0.998,6,0.002,0,0.0,2.56,914,0.231,399,0.10099999999999999,"2,699",0.682,120,0.03,477,0.121,44,0.011000000000000001,217,0.055,1611,1.0,"1,542",0.9570000000000001,69,0.043
CT2020,Brooklyn,36047055100,3055100,6343,1.0,"6,301",0.993,42,0.006999999999999999,0,0.0,1.97,743,0.11699999999999999,"2,232",0.35200000000000004,"3,163",0.499,251,0.04,381,0.06,61,0.01,255,0.04,3555,1.0,"3,196",0.899,359,0.10099999999999999
CT2020,Brooklyn,36047055200,3055200,3735,1.0,"3,708",0.993,27,0.006999999999999999,0,0.0,2.53,721,0.193,286,0.077,"2,266",0.607,109,0.028999999999999998,827,0.221,28,0.006999999999999999,219,0.059000000000000004,1524,1.0,"1,465",0.961,59,0.039
CT2020,Brooklyn,36047055300,3055300,3078,1.0,"2,878",0.935,200,0.065,0,0.0,1.94,314,0.102,588,0.191,"1,895",0.616,168,0.055,266,0.086,24,0.008,137,0.045,1656,1.0,"1,486",0.897,170,0.10300000000000001
CT2020,Brooklyn,36047055400,3055400,4813,1.0,"4,813",1.0,0,0.0,0,0.0,2.72,"1,150",0.239,597,0.124,"2,780",0.578,75,0.016,999,0.20800000000000002,46,0.01,316,0.066,1868,1.0,"1,771",0.948,97,0.052000000000000005
CT2020,Brooklyn,36047055500,3055500,8688,1.0,"8,677",0.9990000000000001,11,0.001,0,0.0,1.92,"1,231",0.142,"1,400",0.161,"5,321",0.612,263,0.03,"1,141",0.131,78,0.009000000000000001,485,0.055999999999999994,4922,1.0,"4,516",0.9179999999999999,406,0.08199999999999999
CT2020,Brooklyn,36047055600,3055600,3880,1.0,"3,855",0.9940000000000001,25,0.006,0,0.0,2.84,"1,020",0.263,305,0.079,"2,853",0.735,27,0.006999999999999999,506,0.13,34,0.009000000000000001,155,0.04,1418,1.0,"1,356",0.956,62,0.044000000000000004
CT2020,Brooklyn,36047055700,3055700,1848,1.0,"1,848",1.0,0,0.0,0,0.0,1.89,181,0.098,225,0.122,"1,345",0.728,31,0.017,138,0.075,14,0.008,95,0.051,1087,1.0,978,0.9,109,0.1
CT2020,Brooklyn,36047055800,3055800,2736,1.0,"2,736",1.0,0,0.0,0,0.0,2.87,686,0.251,216,0.079,"1,772",0.648,25,0.009000000000000001,569,0.20800000000000002,28,0.01,126,0.046,989,1.0,954,0.965,35,0.035
CT2020,Brooklyn,36047056000,3056000,3882,1.0,"3,858",0.9940000000000001,24,0.006,0,0.0,2.51,869,0.22399999999999998,161,0.040999999999999995,"3,028",0.78,59,0.015,427,0.11,8,0.002,199,0.051,1662,1.0,"1,537",0.925,125,0.075
CT2020,Brooklyn,36047056100,3056100,3460,1.0,"3,402",0.983,58,0.017,0,0.0,2.07,363,0.105,428,0.124,"2,632",0.7609999999999999,64,0.018000000000000002,165,0.048,30,0.009000000000000001,141,0.040999999999999995,1785,1.0,"1,643",0.92,142,0.08
CT2020,Brooklyn,36047056200,3056200,1695,1.0,"1,695",1.0,0,0.0,0,0.0,3.32,509,0.3,48,0.027999999999999997,"1,458",0.86,13,0.008,141,0.083,11,0.006,24,0.013999999999999999,589,1.0,511,0.868,78,0.132
CT2020,Brooklyn,36047056301,3056301,4923,1.0,"4,752",0.965,171,0.035,0,0.0,1.99,485,0.099,"1,064",0.21600000000000003,"2,982",0.606,196,0.04,381,0.077,69,0.013999999999999999,231,0.047,2650,1.0,"2,384",0.9,266,0.1
CT2020,Brooklyn,36047056302,3056302,2002,1.0,"1,987",0.993,15,0.006999999999999999,0,0.0,2.11,500,0.25,614,0.307,845,0.42200000000000004,282,0.141,155,0.077,22,0.011000000000000001,84,0.042,1117,1.0,942,0.843,175,0.157
CT2020,Brooklyn,36047056400,3056400,2626,1.0,"2,626",1.0,0,0.0,0,0.0,2.6,552,0.21,157,0.06,"1,815",0.691,67,0.026000000000000002,519,0.198,22,0.008,46,0.018000000000000002,1087,1.0,"1,011",0.93,76,0.07
CT2020,Brooklyn,36047056500,3056500,3738,1.0,"3,685",0.986,53,0.013999999999999999,0,0.0,1.98,407,0.109,567,0.152,"2,699",0.722,69,0.018000000000000002,189,0.051,27,0.006999999999999999,187,0.05,2017,1.0,"1,864",0.924,153,0.076
CT2020,Brooklyn,36047056600,3056600,2548,1.0,"2,546",0.9990000000000001,2,0.001,0,0.0,2.57,489,0.192,194,0.076,"1,224",0.48,310,0.122,709,0.278,20,0.008,91,0.036000000000000004,1049,1.0,990,0.9440000000000001,59,0.055999999999999994
CT2020,Brooklyn,36047056800,3056800,1310,1.0,"1,310",1.0,0,0.0,0,0.0,2.59,217,0.166,86,0.066,774,0.591,22,0.017,407,0.311,9,0.006999999999999999,12,0.009000000000000001,546,1.0,505,0.925,41,0.075
CT2020,Brooklyn,36047056900,3056900,1624,1.0,"1,624",1.0,0,0.0,0,0.0,1.99,159,0.098,191,0.11800000000000001,"1,197",0.737,27,0.017,130,0.08,23,0.013999999999999999,56,0.034,880,1.0,817,0.9279999999999999,63,0.07200000000000001
CT2020,Brooklyn,36047057000,3057000,3534,1.0,"3,350",0.948,184,0.052000000000000005,184,0.052000000000000005,2.3,499,0.141,379,0.107,"1,797",0.508,257,0.073,"1,015",0.287,18,0.005,68,0.019,1529,1.0,"1,454",0.951,75,0.049
CT2020,Brooklyn,36047057100,3057100,4267,1.0,"4,256",0.997,11,0.003,0,0.0,2.0,421,0.099,367,0.086,"3,468",0.813,42,0.01,219,0.051,16,0.004,155,0.036000000000000004,2300,1.0,"2,126",0.924,174,0.076
CT2020,Brooklyn,36047057200,3057200,5221,1.0,"5,221",1.0,0,0.0,0,0.0,2.4,"1,332",0.255,"1,422",0.272,548,0.105,"2,585",0.495,422,0.081,53,0.01,191,0.037000000000000005,2209,1.0,"2,174",0.9840000000000001,35,0.016
CT2020,Brooklyn,36047057300,3057300,2590,1.0,"2,590",1.0,0,0.0,0,0.0,2.13,258,0.1,230,0.08900000000000001,"2,061",0.7959999999999999,49,0.019,135,0.052000000000000005,23,0.009000000000000001,92,0.036000000000000004,1322,1.0,"1,218",0.9209999999999999,104,0.079
CT2020,Brooklyn,36047057400,3057400,2560,1.0,"2,555",0.998,5,0.002,0,0.0,2.9,474,0.185,175,0.068,"1,039",0.406,57,0.022000000000000002,"1,234",0.48200000000000004,19,0.006999999999999999,36,0.013999999999999999,977,1.0,882,0.903,95,0.09699999999999999
CT2020,Brooklyn,36047057500,3057500,4902,1.0,"4,862",0.992,40,0.008,16,0.003,2.01,469,0.096,901,0.184,"3,258",0.665,76,0.016,424,0.086,38,0.008,205,0.042,2622,1.0,"2,421",0.9229999999999999,201,0.077
CT2020,Brooklyn,36047057600,3057600,2912,1.0,"2,912",1.0,0,0.0,0,0.0,2.92,572,0.196,203,0.07,"1,130",0.38799999999999996,56,0.019,"1,408",0.484,13,0.004,102,0.035,1059,1.0,996,0.941,63,0.059000000000000004
CT2020,Brooklyn,36047057800,3057800,3332,1.0,"3,332",1.0,0,0.0,0,0.0,2.94,689,0.207,374,0.11199999999999999,"1,572",0.47200000000000003,74,0.022000000000000002,"1,143",0.34299999999999997,46,0.013999999999999999,123,0.037000000000000005,1248,1.0,"1,134",0.909,114,0.091
CT2020,Brooklyn,36047057901,3057901,1416,1.0,"1,317",0.93,99,0.07,0,0.0,2.2,134,0.095,396,0.28,764,0.54,70,0.049,115,0.081,21,0.015,50,0.035,657,1.0,599,0.912,58,0.08800000000000001
