geotype,borough,geoid,bct2020,pop_20,pop_20p,hhpop_20,hhpop_20p,gq_20,gq_20p,instgq_20,instgq_20p,avhhsz_20,popu18_20,popu18_20p,hsp_20,hsp_20p,wnh_20,wnh_20p,bnh_20,bnh_20p,anh_20,anh_20p,onh_20,onh_20p,nh2pl_20,nh2pl_20p,hunits_20,hunits_20p,ochu_20,ochu_20p,vachu_20,vachu_20p
CT2020,Brooklyn,36047081400,3081400,3121,1.0,"3,102",0.9940000000000001,19,0.006,0,0.0,2.95,625,0.2,166,0.053,172,0.055,"2,422",0.7759999999999999,114,0.037000000000000005,80,0.026000000000000002,167,0.054000000000000006,1127,1.0,"1,052",0.9329999999999999,75,0.067
CT2020,Brooklyn,36047081600,3081600,2580,1.0,"2,580",1.0,0,0.0,0,0.0,2.82,492,0.191,231,0.09,101,0.039,"1,989",0.7709999999999999,87,0.034,55,0.021,117,0.045,983,1.0,916,0.932,67,0.068
CT2020,Brooklyn,36047081800,3081800,4830,1.0,"4,629",0.958,201,0.042,0,0.0,2.3,755,0.156,521,0.10800000000000001,565,0.11699999999999999,"3,160",0.654,201,0.042,53,0.011000000000000001,330,0.068,2119,1.0,"2,011",0.9490000000000001,108,0.051
CT2020,Brooklyn,36047082000,3082000,5495,1.0,"5,487",0.9990000000000001,8,0.001,6,0.001,2.48,928,0.16899999999999998,586,0.107,609,0.111,"3,708",0.675,155,0.027999999999999997,62,0.011000000000000001,375,0.068,2331,1.0,"2,212",0.9490000000000001,119,0.051
CT2020,Brooklyn,36047082200,3082200,7201,1.0,"7,038",0.977,163,0.023,138,0.019,2.34,"1,108",0.154,850,0.11800000000000001,866,0.12,"4,809",0.6679999999999999,219,0.03,75,0.01,382,0.053,3446,1.0,"3,003",0.871,443,0.129
CT2020,Brooklyn,36047082400,3082400,4963,1.0,"4,942",0.996,21,0.004,0,0.0,2.76,949,0.191,535,0.10800000000000001,303,0.061,"3,616",0.7290000000000001,134,0.027000000000000003,86,0.017,289,0.057999999999999996,1960,1.0,"1,792",0.914,168,0.086
CT2020,Brooklyn,36047082600,3082600,5165,1.0,"5,146",0.996,19,0.004,0,0.0,2.67,953,0.185,421,0.08199999999999999,256,0.05,"3,962",0.767,99,0.019,58,0.011000000000000001,369,0.071,2082,1.0,"1,925",0.925,157,0.075
CT2020,Brooklyn,36047082800,3082800,4206,1.0,"3,912",0.93,294,0.07,265,0.063,2.77,810,0.193,470,0.11199999999999999,211,0.05,"3,150",0.7490000000000001,92,0.022000000000000002,66,0.016,217,0.052000000000000005,1528,1.0,"1,414",0.925,114,0.075
CT2020,Brooklyn,36047083000,3083000,6167,1.0,"6,082",0.986,85,0.013999999999999999,0,0.0,2.74,"1,313",0.213,501,0.081,122,0.02,"4,875",0.79,112,0.018000000000000002,90,0.015,467,0.076,2331,1.0,"2,220",0.9520000000000001,111,0.048
CT2020,Brooklyn,36047083200,3083200,2362,1.0,"2,357",0.998,5,0.002,0,0.0,3.19,475,0.201,150,0.064,43,0.018000000000000002,"1,836",0.777,119,0.05,45,0.019,169,0.07200000000000001,765,1.0,738,0.965,27,0.035
CT2020,Brooklyn,36047083400,3083400,1733,1.0,"1,733",1.0,0,0.0,0,0.0,3.08,308,0.17800000000000002,118,0.068,29,0.017,"1,373",0.792,55,0.032,25,0.013999999999999999,133,0.077,597,1.0,562,0.941,35,0.059000000000000004
CT2020,Brooklyn,36047083600,3083600,2160,1.0,"2,160",1.0,0,0.0,0,0.0,2.87,386,0.179,157,0.073,20,0.009000000000000001,"1,763",0.816,85,0.039,17,0.008,118,0.055,810,1.0,752,0.9279999999999999,58,0.07200000000000001
CT2020,Brooklyn,36047083800,3083800,2226,1.0,"2,223",0.9990000000000001,3,0.001,0,0.0,2.93,376,0.16899999999999998,128,0.057999999999999996,34,0.015,"1,756",0.789,42,0.019,30,0.013000000000000001,236,0.106,830,1.0,760,0.9159999999999999,70,0.084
CT2020,Brooklyn,36047084000,3084000,2324,1.0,"2,317",0.997,7,0.003,0,0.0,3.05,435,0.187,145,0.062,36,0.015,"1,928",0.83,24,0.01,44,0.019,147,0.063,784,1.0,759,0.968,25,0.032
CT2020,Brooklyn,36047084600,3084600,1986,1.0,"1,979",0.996,7,0.004,0,0.0,2.88,422,0.212,126,0.063,23,0.012,"1,604",0.8079999999999999,26,0.013000000000000001,44,0.022000000000000002,163,0.08199999999999999,747,1.0,686,0.9179999999999999,61,0.08199999999999999
CT2020,Brooklyn,36047084800,3084800,1728,1.0,"1,713",0.991,15,0.009000000000000001,0,0.0,3.03,304,0.17600000000000002,101,0.057999999999999996,16,0.009000000000000001,"1,353",0.7829999999999999,69,0.04,36,0.021,153,0.08900000000000001,599,1.0,565,0.943,34,0.057
CT2020,Brooklyn,36047085000,3085000,1509,1.0,"1,509",1.0,0,0.0,0,0.0,3.22,274,0.182,73,0.048,26,0.017,"1,263",0.8370000000000001,16,0.011000000000000001,14,0.009000000000000001,117,0.078,508,1.0,469,0.9229999999999999,39,0.077
CT2020,Brooklyn,36047085200,3085200,32,1.0,32,1.0,0,0.0,0,0.0,3.56,6,0.188,5,0.156,0,0.0,19,0.594,6,0.188,0,0.0,2,0.063,9,1.0,9,1.0,0,0.0
CT2020,Brooklyn,36047085400,3085400,1962,1.0,"1,962",1.0,0,0.0,0,0.0,2.84,316,0.161,155,0.079,64,0.033,"1,488",0.758,70,0.036000000000000004,32,0.016,153,0.078,730,1.0,691,0.9470000000000001,39,0.053
CT2020,Brooklyn,36047085600,3085600,3568,1.0,"3,568",1.0,0,0.0,0,0.0,2.56,693,0.19399999999999998,330,0.092,138,0.039,"2,677",0.75,66,0.018000000000000002,50,0.013999999999999999,307,0.086,1489,1.0,"1,396",0.938,93,0.062
CT2020,Brooklyn,36047085800,3085800,2474,1.0,"2,474",1.0,0,0.0,0,0.0,3.03,462,0.187,137,0.055,42,0.017,"1,974",0.7979999999999999,125,0.051,33,0.013000000000000001,163,0.066,865,1.0,817,0.945,48,0.055
CT2020,Brooklyn,36047086000,3086000,3809,1.0,"3,784",0.993,25,0.006999999999999999,0,0.0,2.93,786,0.20600000000000002,374,0.098,39,0.01,"3,035",0.797,52,0.013999999999999999,46,0.012,263,0.069,1342,1.0,"1,291",0.9620000000000001,51,0.038
CT2020,Brooklyn,36047086200,3086200,3427,1.0,"3,427",1.0,0,0.0,0,0.0,2.91,739,0.21600000000000003,242,0.071,39,0.011000000000000001,"2,834",0.8270000000000001,51,0.015,43,0.013000000000000001,218,0.064,1230,1.0,"1,178",0.958,52,0.042
CT2020,Brooklyn,36047086400,3086400,2499,1.0,"2,499",1.0,0,0.0,0,0.0,2.96,473,0.18899999999999997,148,0.059000000000000004,45,0.018000000000000002,"2,122",0.8490000000000001,18,0.006999999999999999,17,0.006999999999999999,149,0.06,878,1.0,843,0.96,35,0.04
CT2020,Brooklyn,36047086600,3086600,3385,1.0,"3,380",0.9990000000000001,5,0.001,0,0.0,2.66,641,0.18899999999999997,216,0.064,135,0.04,"2,715",0.802,21,0.006,88,0.026000000000000002,210,0.062,1340,1.0,"1,273",0.95,67,0.05
CT2020,Brooklyn,36047086800,3086800,3413,1.0,"3,390",0.993,23,0.006999999999999999,0,0.0,2.72,685,0.201,199,0.057999999999999996,86,0.025,"2,803",0.821,31,0.009000000000000001,31,0.009000000000000001,263,0.077,1349,1.0,"1,247",0.924,102,0.076
CT2020,Brooklyn,36047087000,3087000,3570,1.0,"3,558",0.997,12,0.003,0,0.0,2.83,678,0.19,208,0.057999999999999996,99,0.027999999999999997,"2,885",0.8079999999999999,46,0.013000000000000001,24,0.006999999999999999,308,0.086,1312,1.0,"1,257",0.958,55,0.042
CT2020,Brooklyn,36047087200,3087200,3128,1.0,"3,128",1.0,0,0.0,0,0.0,2.84,641,0.205,125,0.04,132,0.042,"2,514",0.804,59,0.019,37,0.012,261,0.083,1171,1.0,"1,102",0.941,69,0.059000000000000004
CT2020,Brooklyn,36047087401,3087401,3740,1.0,"3,740",1.0,0,0.0,0,0.0,2.62,920,0.24600000000000002,311,0.083,619,0.166,"2,487",0.665,22,0.006,85,0.023,216,0.057999999999999996,1515,1.0,"1,430",0.9440000000000001,85,0.055999999999999994
CT2020,Brooklyn,36047087600,3087600,2098,1.0,"1,959",0.934,139,0.066,0,0.0,2.61,477,0.22699999999999998,171,0.08199999999999999,538,0.256,"1,175",0.56,45,0.021,50,0.024,119,0.057,818,1.0,750,0.917,68,0.083
CT2020,Brooklyn,36047087800,3087800,2730,1.0,"2,639",0.9670000000000001,91,0.033,15,0.005,2.69,458,0.168,183,0.067,78,0.028999999999999998,"2,233",0.818,26,0.01,40,0.015,170,0.062,1041,1.0,980,0.941,61,0.059000000000000004
CT2020,Brooklyn,36047088001,3088001,2127,1.0,"1,725",0.8109999999999999,402,0.18899999999999997,402,0.18899999999999997,2.37,312,0.147,186,0.087,187,0.08800000000000001,"1,625",0.764,8,0.004,45,0.021,76,0.036000000000000004,769,1.0,727,0.945,42,0.055
CT2020,Brooklyn,36047088002,3088002,1374,1.0,"1,374",1.0,0,0.0,0,0.0,2.82,315,0.22899999999999998,61,0.044000000000000004,140,0.102,"1,036",0.754,22,0.016,17,0.012,98,0.071,543,1.0,488,0.899,55,0.10099999999999999
CT2020,Brooklyn,36047088200,3088200,6804,1.0,"6,796",0.9990000000000001,8,0.001,0,0.0,2.62,"1,542",0.22699999999999998,606,0.08900000000000001,175,0.026000000000000002,"5,473",0.804,57,0.008,62,0.009000000000000001,431,0.063,2750,1.0,"2,597",0.9440000000000001,153,0.055999999999999994
CT2020,Brooklyn,36047088400,3088400,5513,1.0,"5,488",0.995,25,0.005,0,0.0,2.72,"1,149",0.20800000000000002,355,0.064,105,0.019,"4,580",0.831,41,0.006999999999999999,127,0.023,305,0.055,2175,1.0,"2,017",0.927,158,0.073
CT2020,Brooklyn,36047088600,3088600,4547,1.0,"4,500",0.99,47,0.01,0,0.0,2.52,978,0.215,409,0.09,68,0.015,"3,715",0.8170000000000001,22,0.005,35,0.008,298,0.066,1889,1.0,"1,787",0.946,102,0.054000000000000006
CT2020,Brooklyn,36047088800,3088800,4001,1.0,"4,001",1.0,0,0.0,0,0.0,2.72,846,0.21100000000000002,371,0.09300000000000001,18,0.004,"3,305",0.826,16,0.004,44,0.011000000000000001,247,0.062,1540,1.0,"1,472",0.956,68,0.044000000000000004
CT2020,Brooklyn,36047089000,3089000,6683,1.0,"5,847",0.875,836,0.125,675,0.10099999999999999,2.58,"1,263",0.18899999999999997,653,0.098,150,0.022000000000000002,"5,375",0.804,38,0.006,83,0.012,384,0.057,2402,1.0,"2,270",0.945,132,0.055
CT2020,Brooklyn,36047089200,3089200,3673,1.0,"3,533",0.9620000000000001,140,0.038,0,0.0,2.33,752,0.205,519,0.141,70,0.019,"2,808",0.764,20,0.005,54,0.015,202,0.055,1580,1.0,"1,514",0.958,66,0.042
CT2020,Brooklyn,36047089400,3089400,3834,1.0,"3,673",0.958,161,0.042,0,0.0,3.04,992,0.259,445,0.11599999999999999,43,0.011000000000000001,"3,017",0.787,32,0.008,44,0.011000000000000001,253,0.066,1353,1.0,"1,209",0.894,144,0.106
CT2020,Brooklyn,36047089600,3089600,4081,1.0,"4,065",0.996,16,0.004,0,0.0,2.53,920,0.225,412,0.10099999999999999,71,0.017,"3,268",0.8009999999999999,33,0.008,54,0.013000000000000001,243,0.06,1704,1.0,"1,608",0.9440000000000001,96,0.055999999999999994
CT2020,Brooklyn,36047089800,3089800,2329,1.0,"2,329",1.0,0,0.0,0,0.0,3.08,591,0.254,310,0.133,36,0.015,"1,755",0.754,28,0.012,38,0.016,162,0.07,821,1.0,757,0.922,64,0.078
CT2020,Brooklyn,36047090000,3090000,5434,1.0,"5,430",0.9990000000000001,4,0.001,0,0.0,2.74,"1,367",0.252,"1,139",0.21,49,0.009000000000000001,"3,938",0.725,20,0.004,30,0.006,258,0.047,2045,1.0,"1,980",0.968,65,0.032
CT2020,Brooklyn,36047090200,3090200,3817,1.0,"3,136",0.8220000000000001,681,0.17800000000000002,0,0.0,3.16,"1,200",0.314,860,0.225,77,0.02,"2,620",0.6859999999999999,73,0.019,54,0.013999999999999999,133,0.035,1043,1.0,993,0.9520000000000001,50,0.048
CT2020,Brooklyn,36047090600,3090600,4534,1.0,"4,509",0.9940000000000001,25,0.006,0,0.0,2.82,"1,397",0.308,"1,521",0.335,62,0.013999999999999999,"2,747",0.606,48,0.011000000000000001,39,0.009000000000000001,117,0.026000000000000002,1627,1.0,"1,600",0.983,27,0.017
CT2020,Brooklyn,36047090800,3090800,5893,1.0,"4,228",0.7170000000000001,"1,665",0.28300000000000003,0,0.0,2.67,"2,241",0.38,"1,858",0.315,158,0.027000000000000003,"3,579",0.607,39,0.006999999999999999,61,0.01,198,0.034,1644,1.0,"1,583",0.963,61,0.037000000000000005
CT2020,Brooklyn,36047091000,3091000,5814,1.0,"5,649",0.972,165,0.027999999999999997,0,0.0,2.35,"1,460",0.251,"1,914",0.32899999999999996,69,0.012,"3,516",0.605,100,0.017,50,0.009000000000000001,165,0.027999999999999997,2440,1.0,"2,404",0.985,36,0.015
CT2020,Brooklyn,36047091200,3091200,6572,1.0,"6,572",1.0,0,0.0,0,0.0,2.81,"1,897",0.289,"2,127",0.324,53,0.008,"4,077",0.62,60,0.009000000000000001,59,0.009000000000000001,196,0.03,2367,1.0,"2,338",0.988,29,0.012
CT2020,Brooklyn,36047091600,3091600,5309,1.0,"5,283",0.995,26,0.005,0,0.0,2.86,"1,380",0.26,837,0.158,62,0.012,"3,930",0.74,95,0.018000000000000002,114,0.021,271,0.051,1941,1.0,"1,847",0.9520000000000001,94,0.048
CT2020,Brooklyn,36047091800,3091800,2703,1.0,"2,698",0.998,5,0.002,0,0.0,2.76,631,0.233,"1,116",0.413,29,0.011000000000000001,"1,421",0.526,15,0.006,25,0.009000000000000001,97,0.036000000000000004,1004,1.0,977,0.973,27,0.027000000000000003
CT2020,Brooklyn,36047092000,3092000,3491,1.0,"3,481",0.997,10,0.003,0,0.0,2.93,880,0.252,529,0.152,29,0.008,"2,667",0.764,36,0.01,31,0.009000000000000001,199,0.057,1226,1.0,"1,189",0.97,37,0.03
CT2020,Brooklyn,36047092200,3092200,3031,1.0,"3,031",1.0,0,0.0,0,0.0,2.4,571,0.188,262,0.086,19,0.006,"2,508",0.8270000000000001,21,0.006999999999999999,39,0.013000000000000001,182,0.06,1372,1.0,"1,265",0.922,107,0.078
CT2020,Brooklyn,36047092400,3092400,3628,1.0,"3,396",0.9359999999999999,232,0.064,59,0.016,3.0,"1,048",0.289,603,0.166,73,0.02,"2,693",0.742,17,0.005,50,0.013999999999999999,192,0.053,1178,1.0,"1,132",0.961,46,0.039
CT2020,Brooklyn,36047092800,3092800,2861,1.0,"2,835",0.991,26,0.009000000000000001,0,0.0,2.7,567,0.198,190,0.066,57,0.02,"2,330",0.8140000000000001,22,0.008,42,0.015,220,0.077,1125,1.0,"1,051",0.934,74,0.066
CT2020,Brooklyn,36047093000,3093000,2567,1.0,"2,567",1.0,0,0.0,0,0.0,2.7,442,0.172,91,0.035,8,0.003,"2,311",0.9,6,0.002,49,0.019,102,0.04,1000,1.0,951,0.951,49,0.049
CT2020,Brooklyn,36047093200,3093200,1277,1.0,"1,277",1.0,0,0.0,0,0.0,2.97,215,0.168,56,0.044000000000000004,13,0.01,"1,049",0.821,50,0.039,17,0.013000000000000001,92,0.07200000000000001,441,1.0,430,0.975,11,0.025
CT2020,Brooklyn,36047093400,3093400,2466,1.0,"2,466",1.0,0,0.0,0,0.0,2.68,399,0.162,126,0.051,40,0.016,"2,086",0.846,29,0.012,27,0.011000000000000001,158,0.064,969,1.0,921,0.95,48,0.05
CT2020,Brooklyn,36047093600,3093600,1854,1.0,"1,854",1.0,0,0.0,0,0.0,2.76,357,0.193,91,0.049,4,0.002,"1,620",0.8740000000000001,7,0.004,13,0.006999999999999999,119,0.064,707,1.0,671,0.9490000000000001,36,0.051
CT2020,Brooklyn,36047093800,3093800,2662,1.0,"2,412",0.9059999999999999,250,0.094,0,0.0,2.69,517,0.19399999999999998,263,0.099,67,0.025,"2,106",0.7909999999999999,10,0.004,24,0.009000000000000001,192,0.07200000000000001,958,1.0,897,0.9359999999999999,61,0.064
CT2020,Brooklyn,36047094401,3094401,3447,1.0,"3,447",1.0,0,0.0,0,0.0,2.88,610,0.177,128,0.037000000000000005,58,0.017,"3,030",0.879,20,0.006,20,0.006,191,0.055,1263,1.0,"1,197",0.948,66,0.052000000000000005
CT2020,Brooklyn,36047094402,3094402,2810,1.0,"2,810",1.0,0,0.0,0,0.0,2.4,650,0.231,458,0.163,66,0.023,"2,147",0.764,18,0.006,27,0.01,94,0.033,1193,1.0,"1,172",0.982,21,0.018000000000000002
CT2020,Brooklyn,36047094600,3094600,2079,1.0,"2,073",0.997,6,0.003,0,0.0,2.69,361,0.174,103,0.05,25,0.012,"1,756",0.845,18,0.009000000000000001,21,0.01,156,0.075,821,1.0,772,0.94,49,0.06
CT2020,Brooklyn,36047095000,3095000,3170,1.0,"3,170",1.0,0,0.0,0,0.0,3.0,629,0.198,142,0.045,111,0.035,"2,704",0.853,32,0.01,24,0.008,157,0.05,1076,1.0,"1,055",0.98,21,0.02
CT2020,Brooklyn,36047095400,3095400,5156,1.0,"5,156",1.0,0,0.0,0,0.0,3.07,999,0.19399999999999998,219,0.042,100,0.019,"4,450",0.863,38,0.006999999999999999,45,0.009000000000000001,304,0.059000000000000004,1728,1.0,"1,679",0.972,49,0.027999999999999997
CT2020,Brooklyn,36047095600,3095600,4391,1.0,"4,391",1.0,0,0.0,0,0.0,3.13,888,0.20199999999999999,252,0.057,168,0.038,"3,594",0.818,66,0.015,68,0.015,243,0.055,1469,1.0,"1,403",0.955,66,0.045
CT2020,Brooklyn,36047095800,3095800,3770,1.0,"3,759",0.997,11,0.003,0,0.0,3.01,739,0.196,220,0.057999999999999996,119,0.032,"3,135",0.8320000000000001,103,0.027000000000000003,34,0.009000000000000001,159,0.042,1330,1.0,"1,249",0.9390000000000001,81,0.061
CT2020,Brooklyn,36047096000,3096000,6,1.0,6,1.0,0,0.0,0,0.0,2.0,4,0.667,1,0.16699999999999998,0,0.0,3,0.5,0,0.0,0,0.0,2,0.33299999999999996,3,1.0,3,1.0,0,0.0
CT2020,Brooklyn,36047096200,3096200,1701,1.0,"1,693",0.995,8,0.005,0,0.0,3.09,335,0.19699999999999998,150,0.08800000000000001,78,0.046,"1,336",0.785,27,0.016,14,0.008,96,0.055999999999999994,573,1.0,548,0.956,25,0.044000000000000004
CT2020,Brooklyn,36047096400,3096400,2621,1.0,"2,621",1.0,0,0.0,0,0.0,3.22,639,0.244,187,0.071,146,0.055999999999999994,"2,005",0.765,76,0.028999999999999998,24,0.009000000000000001,183,0.07,863,1.0,815,0.9440000000000001,48,0.055999999999999994
CT2020,Brooklyn,36047096600,3096600,2353,1.0,"2,353",1.0,0,0.0,0,0.0,3.08,492,0.209,188,0.08,96,0.040999999999999995,"1,793",0.762,72,0.031,44,0.019,160,0.068,810,1.0,763,0.9420000000000001,47,0.057999999999999996
CT2020,Brooklyn,36047096800,3096800,1555,1.0,"1,529",0.983,26,0.017,0,0.0,3.25,346,0.223,179,0.115,65,0.042,"1,160",0.746,31,0.02,22,0.013999999999999999,98,0.063,494,1.0,471,0.953,23,0.047
CT2020,Brooklyn,36047097000,3097000,2357,1.0,"2,357",1.0,0,0.0,0,0.0,2.97,495,0.21,258,0.109,113,0.048,"1,795",0.762,47,0.02,25,0.011000000000000001,119,0.05,839,1.0,794,0.946,45,0.054000000000000006
CT2020,Brooklyn,36047097400,3097400,2911,1.0,"2,246",0.772,665,0.228,292,0.1,2.92,453,0.156,395,0.136,145,0.05,"2,170",0.745,36,0.012,45,0.015,120,0.040999999999999995,796,1.0,769,0.966,27,0.034
CT2020,Brooklyn,36047098200,3098200,4076,1.0,"4,066",0.998,10,0.002,0,0.0,2.58,"1,029",0.252,"1,035",0.254,22,0.005,"2,822",0.6920000000000001,9,0.002,43,0.011000000000000001,145,0.036000000000000004,1604,1.0,"1,576",0.983,28,0.017
CT2020,Brooklyn,36047098400,3098400,2074,1.0,"2,068",0.997,6,0.003,0,0.0,3.17,410,0.198,79,0.038,40,0.019,"1,862",0.898,5,0.002,17,0.008,71,0.034,686,1.0,653,0.9520000000000001,33,0.048
CT2020,Brooklyn,36047098600,3098600,2814,1.0,"2,814",1.0,0,0.0,0,0.0,2.86,557,0.198,214,0.076,50,0.018000000000000002,"2,238",0.795,66,0.023,49,0.017,197,0.07,1021,1.0,983,0.963,38,0.037000000000000005
CT2020,Brooklyn,36047098800,3098800,3083,1.0,"2,816",0.9129999999999999,267,0.087,267,0.087,2.72,527,0.171,334,0.10800000000000001,90,0.028999999999999998,"2,390",0.775,56,0.018000000000000002,37,0.012,176,0.057,1070,1.0,"1,036",0.968,34,0.032
CT2020,Brooklyn,36047099000,3099000,1652,1.0,"1,652",1.0,0,0.0,0,0.0,3.38,361,0.21899999999999997,132,0.08,63,0.038,"1,262",0.764,72,0.044000000000000004,40,0.024,83,0.05,525,1.0,489,0.9309999999999999,36,0.069
CT2020,Brooklyn,36047099200,3099200,2056,1.0,"2,051",0.998,5,0.002,0,0.0,3.13,411,0.2,150,0.073,108,0.053,"1,568",0.763,69,0.034,29,0.013999999999999999,132,0.064,686,1.0,656,0.956,30,0.044000000000000004
CT2020,Brooklyn,36047099400,3099400,2116,1.0,"2,116",1.0,0,0.0,0,0.0,3.01,467,0.221,97,0.046,96,0.045,"1,774",0.838,29,0.013999999999999999,15,0.006999999999999999,105,0.05,730,1.0,702,0.9620000000000001,28,0.038
CT2020,Brooklyn,36047099600,3099600,4052,1.0,"3,971",0.98,81,0.02,0,0.0,3.28,856,0.21100000000000002,200,0.049,197,0.049,"3,420",0.8440000000000001,49,0.012,25,0.006,161,0.04,1269,1.0,"1,211",0.9540000000000001,58,0.046
CT2020,Brooklyn,36047099800,3099800,4234,1.0,"4,234",1.0,0,0.0,0,0.0,3.1,768,0.18100000000000002,156,0.037000000000000005,148,0.035,"3,620",0.855,43,0.01,58,0.013999999999999999,209,0.049,1464,1.0,"1,367",0.934,97,0.066
CT2020,Brooklyn,36047100400,3100400,2901,1.0,"2,901",1.0,0,0.0,0,0.0,2.9,564,0.19399999999999998,122,0.042,51,0.018000000000000002,"2,503",0.863,37,0.013000000000000001,26,0.009000000000000001,162,0.055999999999999994,1048,1.0,999,0.953,49,0.047
CT2020,Brooklyn,36047100600,3100600,2662,1.0,"2,662",1.0,0,0.0,0,0.0,3.01,513,0.193,171,0.064,152,0.057,"2,149",0.807,47,0.018000000000000002,22,0.008,121,0.045,929,1.0,884,0.9520000000000001,45,0.048
CT2020,Brooklyn,36047100800,3100800,2189,1.0,"2,169",0.991,20,0.009000000000000001,9,0.004,3.0,464,0.212,150,0.069,124,0.057,"1,694",0.774,73,0.033,17,0.008,131,0.06,756,1.0,722,0.955,34,0.045
CT2020,Brooklyn,36047101000,3101000,2605,1.0,"2,605",1.0,0,0.0,0,0.0,3.27,571,0.21899999999999997,194,0.07400000000000001,144,0.055,"1,932",0.742,126,0.048,26,0.01,183,0.07,840,1.0,796,0.948,44,0.052000000000000005
CT2020,Brooklyn,36047101200,3101200,2115,1.0,"2,108",0.997,7,0.003,0,0.0,2.83,437,0.207,152,0.07200000000000001,90,0.043,"1,632",0.772,76,0.036000000000000004,52,0.025,113,0.053,801,1.0,746,0.9309999999999999,55,0.069
CT2020,Brooklyn,36047101400,3101400,2268,1.0,"2,242",0.9890000000000001,26,0.011000000000000001,0,0.0,2.79,472,0.20800000000000002,185,0.08199999999999999,84,0.037000000000000005,"1,771",0.7809999999999999,98,0.043,29,0.013000000000000001,101,0.045,828,1.0,804,0.971,24,0.028999999999999998
CT2020,Brooklyn,36047101600,3101600,1551,1.0,"1,540",0.993,11,0.006999999999999999,0,0.0,3.27,264,0.17,73,0.047,41,0.026000000000000002,"1,323",0.853,31,0.02,14,0.009000000000000001,69,0.044000000000000004,495,1.0,471,0.9520000000000001,24,0.048
CT2020,Brooklyn,36047101800,3101800,2030,1.0,"2,030",1.0,0,0.0,0,0.0,2.63,330,0.163,151,0.07400000000000001,98,0.048,"1,661",0.818,22,0.011000000000000001,18,0.009000000000000001,80,0.039,799,1.0,771,0.965,28,0.035
CT2020,Brooklyn,36047102000,3102000,2186,1.0,"2,171",0.993,15,0.006999999999999999,0,0.0,3.27,426,0.195,128,0.059000000000000004,111,0.051,"1,740",0.7959999999999999,65,0.03,15,0.006999999999999999,127,0.057999999999999996,683,1.0,664,0.972,19,0.027999999999999997
CT2020,Brooklyn,36047102200,3102200,2313,1.0,"2,313",1.0,0,0.0,0,0.0,2.92,494,0.214,173,0.075,131,0.057,"1,750",0.757,136,0.059000000000000004,30,0.013000000000000001,93,0.04,831,1.0,792,0.953,39,0.047
CT2020,Brooklyn,36047102400,3102400,2257,1.0,"2,249",0.996,8,0.004,0,0.0,3.15,470,0.20800000000000002,155,0.069,131,0.057999999999999996,"1,691",0.7490000000000001,98,0.043,46,0.02,136,0.06,742,1.0,713,0.961,29,0.039
CT2020,Brooklyn,36047102600,3102600,2973,1.0,"2,973",1.0,0,0.0,0,0.0,3.09,608,0.205,140,0.047,120,0.04,"2,521",0.848,33,0.011000000000000001,26,0.009000000000000001,133,0.045,998,1.0,961,0.963,37,0.037000000000000005
CT2020,Brooklyn,36047102801,3102801,1754,1.0,"1,732",0.987,22,0.013000000000000001,0,0.0,2.97,334,0.19,122,0.07,53,0.03,"1,397",0.7959999999999999,60,0.034,28,0.016,94,0.054000000000000006,618,1.0,583,0.943,35,0.057
CT2020,Brooklyn,36047102802,3102802,5,1.0,5,1.0,0,0.0,0,0.0,1.67,3,0.6,1,0.2,0,0.0,0,0.0,0,0.0,0,0.0,4,0.8,3,1.0,3,1.0,0,0.0
CT2020,Brooklyn,36047103401,3103401,3980,1.0,"3,980",1.0,0,0.0,0,0.0,2.49,"1,097",0.276,929,0.233,156,0.039,"2,711",0.6809999999999999,13,0.003,25,0.006,146,0.037000000000000005,1616,1.0,"1,596",0.988,20,0.012
CT2020,Brooklyn,36047103402,3103402,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CT2020,Brooklyn,36047105801,3105801,7013,1.0,"6,941",0.99,72,0.01,28,0.004,1.99,"1,202",0.171,"1,278",0.182,"1,387",0.198,"3,760",0.536,259,0.037000000000000005,60,0.009000000000000001,269,0.038,3545,1.0,"3,492",0.985,53,0.015
CT2020,Brooklyn,36047105804,3105804,6482,1.0,"6,285",0.97,197,0.03,174,0.027000000000000003,1.98,"1,092",0.168,"1,257",0.19399999999999998,"1,152",0.17800000000000002,"3,639",0.561,132,0.02,64,0.01,238,0.037000000000000005,3272,1.0,"3,181",0.972,91,0.027999999999999997
CT2020,Brooklyn,36047107001,3107001,3543,1.0,"3,543",1.0,0,0.0,0,0.0,2.62,"1,064",0.3,809,0.228,56,0.016,"2,474",0.698,33,0.009000000000000001,39,0.011000000000000001,132,0.037000000000000005,1434,1.0,"1,350",0.941,84,0.059000000000000004
CT2020,Brooklyn,36047107002,3107002,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
CT2020,Brooklyn,36047107003,3107003,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0
