borough,bin_no,house_no,street_name,job_no,zip_code,job_start_date,owners_business_type,non-profit,latitude,longitude
MANHATTAN,1090982,465,WEST 163 STREET,121188357,10032,2019-03-14,INDIVIDUAL,N,40.836194,-73.938586
MANHATTAN,1090710,11,WEST 118TH STREET,121187982,10026,2018-12-10,CORPORATION,Y,40.80227,-73.946199
MANHATTAN,1091633,650,EAST 6TH STREET,122661663,10009,2019-09-16,PARTNERSHIP,N,40.723627,-73.979591
MANHATTAN,1090776,45,EAST 7 STREET,123362477,10003,2019-03-20,CORPORATION,N,40.728091,-73.988364
MANHATTAN,1053478,56,W 125 STREET,123519022,10027,2019-04-08,CORPORATION,N,40.807259,-73.944288
MANHATTAN,1090103,251,WEST 117TH STREET,121204053,10026,2018-10-19,PARTNERSHIP,N,40.804623,-73.953725
MANHATTAN,1046294,1402,YORK AVENUE,122760654,10021,2019-04-10,CORPORATION,N,40.768529,-73.952512
MANHATTAN,1090218,402,EAST 118 STREET,122779127,10035,2019-01-14,PARTNERSHIP,N,40.797145,-73.93409
MANHATTAN,1090667,154,EAST 78TH STREET,122418204,10075,2016-09-07,PARTNERSHIP,N,40.774081,-73.958953
MANHATTAN,1090740,300,WEST 122ND STREET,120562284,10027,2019-04-16,CORPORATION,N,40.808457,-73.953119
MANHATTAN,1090601,7,EAST 30TH ST,123058822,10016,2019-05-29,CORPORATION,N,40.745685,-73.985813
MANHATTAN,1090782,165,CHRYSTIE STREET,121184707,10002,2016-08-04,NYCHA/HHC,N,40.720733,-73.992514
MANHATTAN,1090978,422,WEST 49TH STREET,121188838,10019,2019-04-19,CORPORATION,N,40.763219,-73.990286
MANHATTAN,1089835,409,EAST 120 STREET,121190022,10035,2016-08-22,CORPORATION,N,40.798418,-73.933099
MANHATTAN,1090580,132,WEST 83RD STREET,122134029,10024,2016-08-24,OTHER,N,40.784982,-73.974679
MANHATTAN,1088693,75,FIRST AVENUE,121326350,10003,2016-08-29,CORPORATION,N,40.725541,-73.986795
MANHATTAN,1090760,145,MADISON AVENUE,121193065,10016,2016-08-31,CORPORATION,N,40.746236,-73.984059
